,image,locus,locus_subtype,feature_type_name,feature_subtype_name,notes
588,image: locus_3179.tif,locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows what appear to be circular and semi-circular structures, suggesting a complex of corrals. These formations seem to be intended for containing livestock. The arrangement of the structures aligns with typical corral setups."
589,image: locus_27868.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Segmented terracing(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image predominantly shows a terrain with sloped and possibly terraced fields, indicative of agricultural activity. There are no distinct structures visible, but subtle contours suggest human modification for farming purposes. The absence of clear architectural features reduces confidence in feature classification."
590,image: locus_4769.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows round structures likely indicative of animal enclosures, typical of corrals. No prominent residential or ceremonial architecture observed. Terrain appears slightly elevated, suggesting possible use for grazing or livestock management."
591,image: locus_844.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Settlement (general)(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,notes: The image shows a terraced landscape with distinct segmented sections primarily visible in the top portion. There appear to be some small structures that might indicate domestic use. Vegetation patterns suggest possible agricultural activity on the terraced sections.
592,image: locus_8032.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The central feature appears to be a small reservoir or pond, possibly used for water storage. Surrounding areas show minimal architectural structures, indicating sparse domestic presence. There are some irregular outlines that could suggest past human settlement or land use, but details are unclear."
593,image: locus_27814.tif,locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a distinct enclosure that resembles a corral structure, with visible wall outlines. The configuration suggests a possible complex of corrals, indicating historical use for livestock management. The terrain appears flat with no significant elevation differences, supporting the likelihood of a corral and potentially related structures."
594,image: locus_2700.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Settlement (general)(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a landscape with distinct segmented terracing patterns, likely used for agricultural purposes. The terracing is well-defined with possible habitation structures scattered throughout, suggesting associated domestic architecture within the agricultural fields."
595,image: locus_25641.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Segmented terracing(3 - Medium Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a pattern of linear features that resemble agricultural furrows, suggesting crop cultivation. There are also scattered lighter areas that might indicate domestic structures, though detail is not strong enough to confidently distinguish specific architecture."
596,image: locus_27513.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image displays a defined circular structure likely used as a corral. The area is clearly marked by stone boundaries, typical of animal enclosures. Sparse vegetation suggests grazing activities."
597,image: locus_16382.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a circular structure that resembles a corral. It is located on slightly sloping terrain with scattered vegetation. The wall outlines are faint but discernible, indicating a possible area for livestock management."
598,image: locus_7005.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Corral(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NULL,"notes: The image shows a central structure that likely serves as a farmhouse, surrounded by irregularly shaped agricultural fields. The presence of contour lines suggests terracing for cultivation. The arrangement suggests a small, possibly family-operated farm."
599,image: locus_8204.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image depicts a circular structure that appears to be a corral, likely used for livestock. The structure is surrounded by natural features such as a winding path and a possible water channel, indicating a pastoral setting. Vegetation patterns suggest past grazing activity."
